variant,board,unrouted_main,unrouted_candidate,copper_main,copper_candidate,mask_main,mask_candidate,cpu_main,cpu_candidate,rss_main,rss_candidate,deadline_main,deadline_candidate
preservelate,pcbench-kinetoscope_sram-bank,112,112,0,0,0,0,299.18,299.38000000000005,83.2,84.1,True,True
preservelate,pcbench-project-hydra-meshtastic-pcb_meshtastic-diy,24,24,5,5,2,2,117.69,114.60000000000001,32.1,32.2,False,False
preservelate,pcbench-real-time-chess_kfchess,78,71,70,73,0,0,302.33000000000004,301.16999999999996,180.2,179.4,True,True
preservelate,pcbench-rp2040-dmxsun_baseboard_2slots,0,0,8,8,0,0,28.41,28.33,37.5,37.6,False,False
preservelate,pcbench-rp2040-dmxsun_baseboard_4slots,0,0,3,3,4,4,46.24,47.86,54.0,54.2,False,False
preservelate,pcbench-srambo_1_srambo_1,1,1,0,0,136,136,169.95000000000002,116.11,41.7,41.1,False,False
preservelate,pcbench-zx-sizif-128_sizif128,0,0,0,0,12,12,211.8,168.79,85.6,85.5,False,False
preservelate,kicad-issue180-test--test,0,0,0,0,0,0,4.890000000000001,4.52,26.6,26.7,False,False
preservelate,kicad-issue283-unconnectedtracesunderpads--natural_tone_preamp,0,0,0,0,0,0,217.88,130.32,49.1,48.1,False,False
preservelate,kicad-issue367-ultraflactyl--ultraflactyl,1,1,0,0,0,0,67.49,47.68,51.7,51.7,False,False
preservelate,kicad-issue558-dev-board-autoroute-demo--dev-board,0,0,4,4,0,0,11.5,10.16,17.3,17.5,False,False
