variant,board,unrouted_main,unrouted_candidate,copper_main,copper_candidate,mask_main,mask_candidate,cpu_main,cpu_candidate,rss_main,rss_candidate,deadline_main,deadline_candidate
late,kicad-issue283-unconnectedtracesunderpads--natural_tone_preamp,0,0,0,0,0,0,217.88,185.81,49.1,47.3,False,False
late,kicad-issue367-ultraflactyl--ultraflactyl,1,1,0,0,0,0,67.49,67.26,51.7,51.4,False,False
late,kicad-issue558-dev-board-autoroute-demo--dev-board,0,0,4,4,0,0,11.5,7.52,17.3,17.4,False,False
reservedlate,pcbench-TK44_TK44,15,15,1,1,0,0,142.20999999999998,132.60999999999999,102.1,103.0,False,False
reservedlate,pcbench-kitspace_USB-C-Screen-Adapter,3,3,2,2,83,83,151.38000000000002,169.95000000000002,62.3,62.8,False,False
reservedlate,pcbench-AIOsense_AIOsense,18,18,0,0,0,0,76.80999999999999,141.24,36.7,36.8,False,False
reservedlate,pcbench-CAL430FR_CAL430F,0,0,0,0,0,0,164.21,200.81,29.4,29.6,False,False
reservedlate,pcbench-CATs-Eurosynth_Abakus_Main,15,15,0,0,0,0,115.75,124.31,37.5,38.1,False,False
reservedlate,pcbench-CATs-Eurosynth_CGS_Analog_Switch_Matrix_Main,8,8,0,0,0,0,77.34,95.57,38.6,38.4,False,False
reservedlate,pcbench-CATs-Eurosynth_MFOS_Eight_Stage_Phase_Shifter_-_Main,20,20,0,0,0,0,78.34,98.94,37.0,37.2,False,False
reservedlate,pcbench-DC25_DC25,0,0,11,11,29,29,30.59,30.54,19.9,19.9,False,False
reservedlate,pcbench-EncoderBoard_Enc_Pan_Led,0,0,0,0,39,39,109.18,110.64999999999999,32.1,32.1,False,False
reservedlate,pcbench-FRM16_Relay_Module_I2C_Controller_relay_controller,0,0,0,0,0,0,24.99,19.5,17.4,17.4,False,False
reservedlate,pcbench-Feather-ICE40-PCB_feather_ice40,26,26,0,0,0,0,94.14,86.95,35.4,35.2,False,False
reservedlate,pcbench-Hardware_Playground_rpi_zero,0,0,31,31,0,0,32.36000000000001,41.83,22.6,22.9,False,False
reservedlate,pcbench-LPC2148_Stick_LPC2148_stick,3,3,3,3,182,182,235.33,239.34,61.2,59.3,False,False
reservedlate,pcbench-LPC2148_Stick__autosave-LPC2148_stick,3,3,3,3,182,182,225.96,236.2,59.6,59.5,False,False
reservedlate,pcbench-Mouse_Mouse,4,4,0,0,44,44,38.980000000000004,47.629999999999995,36.1,36.1,False,False
reservedlate,pcbench-NRC2016_usb_sio,0,0,0,0,166,131,27.53,17.0,27.8,28.1,False,False
reservedlate,pcbench-Pi1541io_Pi1541io,9,10,12,6,0,0,97.42,53.029999999999994,39.8,39.8,False,False
reservedlate,pcbench-RC6502-Apple-1-Replica_RC6502_Terminal,8,8,0,0,0,0,20.669999999999998,20.51,42.2,41.1,False,False
reservedlate,pcbench-RoBoC_RoboticsMKII,0,0,3,3,0,0,157.17000000000002,143.21,60.4,59.8,False,False
reservedlate,pcbench-Solare-BQ24210_Solare-BQ24210,1,0,0,0,14,14,70.51,3.3699999999999997,17.3,17.3,False,False
reservedlate,pcbench-TLPHnodeV2_TLPHnodeV2,0,0,0,0,120,120,53.730000000000004,52.940000000000005,24.8,24.7,False,False
reservedlate,pcbench-bobc_MS-F100,0,0,0,0,189,189,65.44000000000001,69.11999999999999,22.8,23.1,False,False
reservedlate,pcbench-domotics_base-board-arranged,0,0,3,3,0,0,50.61,52.089999999999996,46.3,46.4,False,False
reservedlate,pcbench-epapercard_epapercard,0,0,0,0,137,137,46.49,46.31,18.2,18.5,False,False
reservedlate,pcbench-esper_EsperDNS,9,9,0,0,0,0,74.31,74.3,42.9,43.0,False,False
reservedlate,pcbench-free-of-charge_BMS,0,3,0,0,142,143,160.33,113.07000000000001,63.7,64.0,False,False
reservedlate,pcbench-freeDSP-CLASSIC-SMD-BALANCED_FreeDSP_BAL,0,0,0,0,0,0,118.51,169.97000000000003,92.3,92.4,False,False
reservedlate,pcbench-gb-hardware_GB-CARTPP-XC,9,9,0,0,0,0,123.87,92.91999999999999,40.1,40.8,False,False
reservedlate,pcbench-hbr-mk2_hbr-mk2-bpfs,7,7,0,0,0,0,97.44999999999999,127.73,52.6,52.4,False,False
reservedlate,pcbench-hbr-mk2_hbr-mk2-digital,14,14,0,0,0,0,35.79,39.62,40.6,40.7,False,False
reservedlate,pcbench-karabas-nano_karabas-nano-revC,81,53,1,1,200,199,299.43,299.61,63.3,74.8,True,True
reservedlate,pcbench-kinetoscope_sram-bank,112,112,0,0,0,0,299.18,299.2,83.2,82.8,True,True
reservedlate,pcbench-project-hydra-meshtastic-pcb_meshtastic-diy,24,24,5,5,2,2,117.69,113.85,32.1,31.8,False,False
reservedlate,pcbench-real-time-chess_kfchess,78,71,70,73,0,0,302.33000000000004,301.43,180.2,178.3,True,True
reservedlate,pcbench-rp2040-dmxsun_baseboard_2slots,0,0,8,8,0,0,28.41,27.9,37.5,37.5,False,False
reservedlate,pcbench-rp2040-dmxsun_baseboard_4slots,0,0,3,3,4,4,46.24,39.33,54.0,53.8,False,False
reservedlate,pcbench-srambo_1_srambo_1,1,1,0,0,136,136,169.95000000000002,122.59,41.7,41.8,False,False
reservedlate,pcbench-zx-sizif-128_sizif128,0,3,0,0,12,12,211.8,159.82,85.6,85.2,False,False
reservedlate,kicad-issue180-test--test,0,0,0,0,0,0,4.890000000000001,5.0,26.6,26.5,False,False
reservedlate,kicad-issue283-unconnectedtracesunderpads--natural_tone_preamp,0,0,0,0,0,0,217.88,140.94,49.1,47.0,False,False
reservedlate,kicad-issue367-ultraflactyl--ultraflactyl,1,1,0,0,0,0,67.49,53.48,51.7,51.5,False,False
reservedlate,kicad-issue558-dev-board-autoroute-demo--dev-board,0,0,4,4,0,0,11.5,10.33,17.3,17.4,False,False
